ID карточки    ;Наименование    ;№ в реестре    ;Дата обнаружения    ;Вид объекта    ;Категория земель    ;Муниципальное образование    ;Местоположение    ;Долгота    ;Широта    ;Тип отходов    ;Площадь, га    ;Объем, м3    ;Отметка о ликвидации    ;Дата ликвидации    ;Примечание    ;Прикреплённые файлы    
382;"Свалка по ПП РФ № 542 (12.07.2023) (9-382) (автокемпинг ""за рулем"")";9-382;12.07.2023;Свалка по ПП РФ № 542;Земли промышленности;Сургутский район;"автокемпинг ""за рулем""";73.131385803222656;61.195999145507812;шины, ТБО;0.01;15;да;26.09.2024;;
609;Захламление (09.08.2017) (1) (район полигона автопокрышек, земельный участок с кадастровым номером 86:04:0000001:36691, Нижневартовское УЛ, кв. 473 в. 19 (карьер), квартал 474 в. 16);1;09.08.2017;Захламление;Земли лесного фонда;Нижневартовский район;район полигона автопокрышек, земельный участок с кадастровым номером 86:04:0000001:36691, Нижневартовское УЛ, кв. 473 в. 19 (карьер), квартал 474 в. 16;76.556388854980469;60.998031616210938;отработанные автомобильные покрышки;0.86160000000000003;;нет;;"N 60°59’52,92 E 76°33’23,01, N 60°59’53,74 E 76°33’28,09, N 60°59’56,06 E 76°33’31,8; N 60°59’56,2 E 76°33’23,81; N 60°59’55,48 E 76°33’20,84; N 60°59’54,66 E 76°33’20,53; N 60°59’54,03 E 76°33’20,85. Решение Нижневартовского городского суда от 27.11.2017        Исковое заявление Прокуратуры Нижневартовского района к Депнедрам и природным ресурсам Югры от 02.05.2024 №08-04-2024 в Ханты-Мансийский районный суд, о ликвидации МНРО,";
450;"Захламление (05.09.2023) (9-450) (№17 за зданием ООО ""Нефтедорстрой"" промбаза)";9-450;05.09.2023;Захламление;Земли населенных пунктов;г.Урай;"№17 за зданием ООО ""Нефтедорстрой"" промбаза";64.722724914550781;60.137359619140625;ТКО, металлолом;0.00069999999999999999;2;нет;;;
732;Захламление (17.05.2024) (9-732) (с.п. СалымЗахламление территории в районе ГАЗПРОМНЕФТЬ);9-732;17.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;с.п. СалымЗахламление территории в районе ГАЗПРОМНЕФТЬ ;71.437889099121094;60.059696197509766;автомобильные покрышки, пластиковые бутылки, деревянные пелеты, металлолом и т.п.;;7;нет;;"N 60° 03' 35.3"" Е 71° 26' 17.0";
756;Захламление (22.01.2025) (31-реестр №2) (г.п.Пионерский,ул. Кирова, д.2);31-реестр №2;22.01.2025;Захламление;Земли населенных пунктов;Советский район;г.п.Пионерский,ул. Кирова, д.2;62.842998504638672;61.198028564453125;строительный мусор , ТКО ;0.001;5;нет;;"отчет №2149594-5-50 от 14.10.2024 по обращению такунцева Д.А. №01-0Г-9340 от 03.10.2024, извещение от 21.10.2024. Согласно письма управления по работе с обращениями граждан  Правительства ХМАО о необходимости обеспечения контроля до фактического  удовлетворения заявления от 03.10.2024 № 01-ОГ-9340, Учитывая, что действия до полного фактического разрешения вопроса, поставленного в обращении, не выполнены, в соответствии
с пунктом 12.11 Порядка Управление оставляет обращение на контроле до фактического удовлетворения заявления автора обращения (заявителя). На основании пункта 12.12 Порядка необходимо проинформировать
заявителя о результатах и мерах, принятых по итогам проведенных мероприятий, а также Управление с учетом мнения автора обращения не позднее 20.11.2024. 08.11.2024 администрация г.п. Пионерский направила информацию
в Советский отдел о ликвидации МНРО по адресу: ул. Кирова, д.2 с приложением фотоматериалов, подтверждающих проведение работ по вывозу отходов с участка.
Советским отделом 11.11.2024 проведен осмотр земельного участка, указанного в обращении Такунцева Д.А.. Составлен отчет от 12.11.2024 №2152957-5-50.В связи с установившимся снежным покровом высотой до 30 см факт
размещения отходов, либо ликвидации оценить объективно не представляется возможным. Необходимо провести осмотр в бесснежный период с целью оценки ликвидации захламления мелкими фракциями
отходов. После проведения осмотра будет принято решение о необходимости направления материалов в Югорскую межрайонную прокуратуру.
";
544;Свалка по ПП РФ № 542 (26.09.2017) (289) (г.п. Малиновский  (бывшая территрия завода ЛДК                     в решении суда указан адрес: в 120 метрах от д. № 4 по ул. Красилова);289;26.09.2017;Свалка по ПП РФ № 542;Земли населенных пунктов;Советский район;г.п. Малиновский  (бывшая территрия завода ЛДК                     в решении суда указан адрес: в 120 метрах от д. № 4 по ул. Красилова;62.815505981445312;61.199321746826172;ТКО, отходы лесопиления;1.8;1000;да;31.07.2024;Произведен осмотр территории г.п. Малиновский 26.09.2017 акт осмотра №05-390/2017, направлено письмо о принадлежности участка для принятия мер в администрацию г.п.Малиновский.  (СИС)                                                                         Согласно акта осмотра территории от 23.10.2020 №05-434/2020 на территории г.п. Малиновский обнаружено МНРО отходов строительного мусора от разборки даний и сооружений.  В адрес администрации п. Малиновский направлено извещение от № 31.05-Исх-2525 от 27.10.2020. (САС). в феврале 2024 администрация обратилась в суд об отсрочке исполнения решения суда. 21.02.2024 вынесено определение об отказе в  предоставлении отсрочуки исполения № 13/73/2024. В 2023 году глава привлечен дважды  к АО в в иде штрафа  по ч. 1,2 ст. 17.15 КоАП РФ в размере  80 т.р. 29.03.2023 № 93/23  штраф 30т.р., 26.12.2023 №364/2023 штраф 50 т.р. (Ответ на запрос № 31.05-Вх-156-158 от 19.02.2024 ) №  ИП 44406/22/86016 ОТ 01.10.2021                                                                                                                       15.02.24 Глава предупрежден по ст. 315 УК РФ (ответ от 19.02.24 № 31.05-Вх-156) ;
655;Захламление (06.05.2024) (9-655) (в районе гаражей п. Сентябрьский);9-655;06.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;в районе гаражей п. Сентябрьский;72.202003479003906;60.488861083984375;промышленные отходы;0.0030000000000000001;5;нет;;;
449;"Захламление (05.09.2023) (9-449) (№16 за зданием ООО ""Нефтедорстрой"" промбаза)";9-449;05.09.2023;Захламление;Земли населенных пунктов;г.Урай;"№16 за зданием ООО ""Нефтедорстрой"" промбаза";64.723808288574219;60.137138366699219;шины, ТКО;0.00020000000000000001;0.80000000000000004;нет;;;
746;Захламление (17.05.2024) (9-746) (с.п. Сивыс-ЯхКП №33 ул. Новая);9-746;17.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;с.п. Сивыс-ЯхКП №33 ул. Новая ;71.702163696289062;60.164695739746094;захламление за пределами КП бытовыми отходами.;;0.5;да;29.07.2024;"ЛИКВИДИРОВАНА 29.07.2024
Выезд вне 248 -ФЗ от 29.07.2024 №2140825-9-90 ""
";
828;Захламление (31.05.2024) (9-828) (Вблизи з/у с КН 86:14:0103012:1);9-828;31.05.2024;Захламление;Земли населенных пунктов;г.Урай;Вблизи з/у с КН 86:14:0103012:1;64.695808410644531;60.122165679931641;ЖБИ, металлом;0.02;100;нет;;;
699;Захламление (15.05.2024) (9-699) (с.п. Салым, КП №6 ул. Еловая);9-699;15.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;с.п. Салым, КП №6 ул. Еловая;71.471000671386719;60.068916320800781;строительные отходы, бытовые отходы;;10;нет;;;
835;"Захламление (21.05.2024) (9-835) (СОНТ ""Энергетик - 2"")";9-835;21.05.2024;Захламление;Земли населенных пунктов;г.Урай;"СОНТ ""Энергетик - 2""";60.103916168212891;64.76055908203125;ЖБИ, строительный мусор;0.0060000000000000001;0.0030000000000000001;нет;;"N60° 06' 14.1"" E64° 45' 38.0""
";
665;Захламление (28.05.2024) (9-665) (гп Пойковский (На обочине автодороги идущей в сторону ул.Объездная));9-665;28.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;гп Пойковский (На обочине автодороги идущей в сторону ул.Объездная);71.867057800292969;60.996417999267578;факт захламления твердыми коммунальными отходами, картонными коробками;0.00050000000000000001;2;да;03.07.2024;;
703;Захламление (17.05.2024) (9-703) (с.п. Салым, КП №12 ул. Строителей);9-703;17.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;с.п. Салым, КП №12 ул. Строителей;71.468971252441406;60.072498321533203;строительные отходы, бытовой мусор, растительный мусор и т.п.;;5;да;29.07.2024;"ЛИКВИДИРОВАНА 29.07.2024
Выезд вне 248 -ФЗ от 29.07.2024 №2140825-9-90""

";
459;"Захламление (05.09.2023) (9-459) (№26 за зданием ООО ""Нефтедорстрой"" промбаза)";9-459;05.09.2023;Захламление;Земли населенных пунктов;г.Урай;"№26 за зданием ООО ""Нефтедорстрой"" промбаза";64.721420288085938;60.136138916015625;шины, ЖБИ;0.00069999999999999999;6;нет;;;
783;Захламление (20.05.2024) (9-783) (пгт. Куминский (п.9));9-783;20.05.2024;Захламление;Земли населенных пунктов;Кондинский район;пгт. Куминский (п.9);65.975471496582031;58.815807342529297;Металлолом, ТКО, древесные отходы, строительные отходы, порубочные остатки;0.032000000000000001;100;нет;;;
650;Захламление (16.05.2024) (9-650) (ул. Энтузиастов, 9 (в районе «Экорд Югра» - продажа резиновой плитки));9-650;16.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;ул. Энтузиастов, 9 (в районе «Экорд Югра» - продажа резиновой плитки);72.618331909179688;61.151668548583984;Бытовые и производственные отходы;0.00089999999999999998;до 1;да;05.07.2024;;
830;Захламление (31.05.2024) (9-830) (Вблизи з/у с КН 86:14:0103012:1);9-830;31.05.2024;Захламление;Земли населенных пунктов;г.Урай;Вблизи з/у с КН 86:14:0103012:1;64.695640563964844;60.122138977050781;Строительный мусор, металлом, ТКО;0.0025000000000000001;200;нет;;;
712;Захламление (06.06.2024) (9-712) (проезд Озерный (район Голубого озера));9-712;06.06.2024;Захламление;Земли населенных пунктов;г.Нефтеюганск;проезд Озерный (район Голубого озера);72.654914855957031;60.107334136962891;черные полиэтиленовые мешки с бытовым мусором, пластиковые и стеклянные бутылки, картонные коробки;0.0015;1;да;19.07.2024;снято 19.07.2024 рапортом ;Рапорт от 19.07.2024 проезд Озерный (2 точки).pdf
672;"Захламление (11.07.2024) (9-672) (Олений Остров ТСН ""Недра"")";9-672;11.07.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;"Олений Остров ТСН ""Недра""";72.806663513183594;61.141387939453125;строительные и бытовые отходы;0.00089999999999999998;1;нет;;;Письмо в администрацию городского округа Нефтеюганск.pdf
764;Захламление (28.05.2024) (9-764) (пгт.Междуреченский, ул.Центральная);9-764;28.05.2024;Захламление;Земли населенных пунктов;Кондинский район;пгт.Междуреченский, ул.Центральная;65.873001098632812;59.591278076171875;ТКО, строительный мусор;0.001;5;нет;;;
554;Захламление (12.09.2023) (102) (ул.Звездная в северо-восточном направлении №3);102;12.09.2023;Захламление;Земли населенных пунктов;г.Урай;ул.Звездная в северо-восточном направлении №3 ;64.732666015625;60.117168426513672;древесные отходы, метваллолом, ТКО;0.00089999999999999998;4.9000000000000004;нет;;;
847;"Захламление (21.05.2024) (9-847) (СОНТ ""Электрон"")";9-847;21.05.2024;Захламление;Земли населенных пунктов;г.Урай;"СОНТ ""Электрон""";60.111831665039062;64.712028503417969;ЖБИ,ТКО, строительный мусор;0.0060000000000000001;1.5;нет;;"N60° 06' 42.6"" E64° 42' 43.3""
";
768;Захламление (28.05.2024) (9-768) (пгт.Междуреченский, ул.Солнечная);9-768;28.05.2024;Захламление;Земли населенных пунктов;Кондинский район;пгт.Междуреченский, ул.Солнечная;65.896614074707031;59.58477783203125;ТКО, строительный мусор;0.00080000000000000004;8;нет;;;
535;Свалка по ПП РФ № 542 (13.06.2017) (95) (г.п. Таёжный, ул. Уральская, 40 (котельная));95;13.06.2017;Свалка по ПП РФ № 542;Земли населенных пунктов;Советский район;г.п. Таёжный, ул. Уральская, 40 (котельная);62.673423767089844;61.157260894775391;разрушенное здание котельной, ТКО;0.070000000000000007;30;нет;;Проведен осмотр территории п.Таёжный на предмет наличия  свалок 13.06.2017. В  администрацию г.п.Таёжный направлено письмо о внесении свалки план ликвидации МНРО. Акт осмотратерритории   от 13.06.2017 №05-222/2017  направлен в ЮМП. Согласно ответа на запрос Советского отдела от 11,07.23 № 31.05-Исх-951 поступил ответ 13.07.2023 № 01.06-исх-427 (вх. 31.05-670 от 14.07.23) о том, что з/участок кадастровый № 86:09:0501002:2344 в аренде у Шорнина В.Н.;
669;Захламление (28.05.2024) (9-669) (гп Пойковский На обочине автодороги идущей в сторону ул.Объездная);9-669;28.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;гп Пойковский На обочине автодороги идущей в сторону ул.Объездная;71.87310791015625;60.997859954833984;захламления автомобильными покрышками в канаве с водой;0.00050000000000000001;2;нет;;;
466;"Захламление (05.09.2023) (270) (граница ГК ""Трассовик"")";270;05.09.2023;Захламление;Земли населенных пунктов;г.Урай;"граница ГК ""Трассовик""";64.816802978515625;60.115859985351562;Отработанные шины;0.00040000000000000002;4;нет;;;
391;Захламление (22.06.2017) (1) (Водоохранная зона р.Малая Обь с.Устрем);1;22.06.2017;Захламление;Земли населенных пунктов;Березовский район;Водоохранная зона р.Малая Обь с.Устрем;65.497886657714844;64.265052795410156;Крупногабаритный металлолом (затонувшие суда);0.089999999999999997;30;нет;;"Направлено письмо в Министерство транспорта РФ от 25.02.2022 г. исх.№ 31-02-1399.
Географические координаты: N 64°15’54.2”  , E 65°29’52,4”";
671;Захламление (28.05.2024) (9-671) (гп Пойковский микрорайон Мушкино, в районе магазина «Донбасс»);9-671;28.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;гп Пойковский микрорайон Мушкино, в районе магазина «Донбасс»;71.884391784667969;61.005165100097656;факт захламления вокруг контейнерной площадки твердыми коммунальными отходами, автомобильными покрышками, предметами мебели,строительными отходами;0.001;6;да;03.07.2024;;
623;Захламление (28.05.2020) (8) (район комсомольского озера, земельные участки КН86:11:0102008:561, 86:11:0102008:240);8;28.05.2020;Захламление;Земли населенных пунктов;г.Нижневартовск;район комсомольского озера, земельные участки КН86:11:0102008:561, 86:11:0102008:240;76.584358215332031;60.948471069335938;отходы изоляционных материалов;0.01;;нет;;;
461;"Захламление (05.09.2023) (9-461) (№28 за зданием ООО ""Нефтедорстрой"" промбаза)";9-461;05.09.2023;Захламление;Земли населенных пунктов;г.Урай;"№28 за зданием ООО ""Нефтедорстрой"" промбаза";64.721084594726562;60.136222839355469;ТКО, автозапчасть;0.0001;0.20000000000000001;нет;;;
820;"Захламление (21.05.2024) (9-820) (СОНТ ""Орбита"")";9-820;21.05.2024;Захламление;Земли населенных пунктов;г.Урай;"СОНТ ""Орбита""";60.103527069091797;64.783164978027344;ЖБИ, ТКО;0.002;5;нет;;"N60° 06' 12.7"" E64° 46' 59.4""
";
851;Захламление (21.05.2024) (9-851) (мкр. Солнечный, ул. Ивана Свиридова);9-851;21.05.2024;Захламление;Земли населенных пунктов;г.Урай;мкр. Солнечный, ул. Ивана Свиридова;60.116390228271484;64.732025146484375;ЖБИ;0.02;5;нет;;"N60° 06' 59.0"" E64° 43' 55.3""
";
838;"Захламление (21.05.2024) (9-838) (ГК «Строитель» (ТСН СНТ ""Коммунальник-2""))";9-838;21.05.2024;Захламление;Земли населенных пунктов;г.Урай;"ГК «Строитель» (ТСН СНТ ""Коммунальник-2"")";60.107334136962891;64.746749877929688;металлом, ТКО;0.0050000000000000001;1;нет;;"N60° 06' 26.4"" E64° 44' 48.3""
";
563;Захламление (12.09.2023) (111) (ул.Звездная в северо-восточном направлении №12);111;12.09.2023;Захламление;Земли населенных пунктов;г.Урай;ул.Звездная в северо-восточном направлении №12;64.7320556640625;60.112167358398438;ЖБИ;0.00089999999999999998;0.0048999999999999998;нет;;;
458;"Захламление (05.09.2023) (9-458) (№25 за зданием ООО ""Нефтедорстрой"" промбаза)";9-458;05.09.2023;Захламление;Земли населенных пунктов;г.Урай;"№25 за зданием ООО ""Нефтедорстрой"" промбаза";64.721084594726562;60.136222839355469;шины, ТКО, автозапчасти;0.00059999999999999995;2;нет;;;
411;Захламление (19.09.2023) (9-411) (р-н ул.Буровиков с правой стороны от обочины дороги по направлению г.Урай-Пирс (п.5));9-411;19.09.2023;Захламление;Земли населенных пунктов;г.Урай;р-н ул.Буровиков с правой стороны от обочины дороги по направлению г.Урай-Пирс (п.5);64.790885925292969;60.134998321533203;шины;0.0001;0.5;да;18.09.2024;Акт, подтверждающий ликвидацию: от 18.09.2024 №2147164-6-60;
853;Захламление (21.05.2024) (9-853) (мкр. Солнечный);9-853;21.05.2024;Захламление;Земли населенных пунктов;г.Урай;мкр. Солнечный;60.113304138183594;64.720802307128906;Строительный мусор;0.0060000000000000001;1;нет;;"N60° 06' 47.9"" E64° 43' 14.9""
";
762;(12.03.2025) (9-762) (ХМАО – Югра, г.Сургут, тер. Северный промрайон.);9-762;12.03.2025;;Земли населенных пунктов;г.Сургут;ХМАО – Югра, г.Сургут, тер. Северный промрайон. ;73.277442932128906;61.277442932128906;отходы производства и потребления;0.002;200;нет;;;
576;Свалка по ПП РФ № 542 (19.07.2021) (5) (Квартал 95  Нижневартовское УЛ Нижневартовское ТО);5;19.07.2021;Свалка по ПП РФ № 542;Земли лесного фонда;Нижневартовский район;Квартал 95  Нижневартовское УЛ Нижневартовское ТО;77.170609999999996;61.387508392333984;отходы производства в виде строительных отходов от разборки зданий, сооружений, лома черных металлов, металлических бочек ;0.066000000000000003;0;да;19.09.2024;"1) N 61.38751° E 77.17061°;                        2) N 61.38752°  E 77.17058;  3) 61.38753°  E 77.17078°;                      4) N 61.38768° E 77.17081°; 5) 61.38778°  E 77.17098°;                     6) N 61.38773° E 77.17090°; 7) 61.38781° E 77.17101°;      8) N 61.38801° E 77.17137°      Исковое заявление Прокуратуры Нижневартовского района к Депнедрам и природным ресурсам Югры от 02.05.2024 №08-04-2024 в Ханты-Мансийский районный суд, о ликвидации МНРО ";"31-02-8861_08_10_2021_EDS_Извещение.docx.pdf
31-02-8861_08_10_2021_Фототаблица_4_(№_02-327-2021).pdf
Иское заявление от 02.05.2024 №08-04-2024 о ликвидации МНРО на ЗЛФ к Департаменту.pdf"
750;Свалка по ПП РФ № 542 (14.10.2024) (9-750) (г. Урай, проезд 1, подъезд 15, за участком № 17);9-750;14.10.2024;Свалка по ПП РФ № 542;Земли населенных пунктов;г.Урай;г. Урай, проезд 1, подъезд 15, за участком № 17;64.744277954101562;60.139472961425781;строительный и бытовой мусор, шины, металлолом, ;0.040000000000000001;7;да;12.11.2024;акт о ликвидации свалки 2153047-6-60;"31.06-Исх-1504 Извещение в Админ г. Урая.pdf
АКТ 2148403.pdf
Акт №2153047, фототаблица.pdf
Адм Урай от 11.11.О ликвидации свалок и осмотре.pdf"
722;Захламление (06.06.2024) (9-722) (вдоль грунтовой  дороги   от куста № 24 до  СНТ «Северная Нива»);9-722;06.06.2024;Захламление;Земли населенных пунктов;г.Нефтеюганск;вдоль грунтовой  дороги   от куста № 24 до  СНТ «Северная Нива»;72.665107727050781;61.107692718505859;строительные и бытовые отходы (обрезки деревянных досок, остатки изоляционного материала и т.д.);0.001;2;да;25.07.2024;;
543;Свалка по ПП РФ № 542 (31.05.2024) (170) (г.п. Малиновский, вблизи автомобильного моста через р. Ейтья на п. Юбилейный);170;31.05.2024;Свалка по ПП РФ № 542;Земли лесного фонда;Советский район;г.п. Малиновский, вблизи автомобильного моста через р. Ейтья на п. Юбилейный;62.798442840576172;61.190441131591797;Строительные отходы. ;0.029999999999999999;50;нет;;Произведен осмотр территории г.п. Малиновский 23.08.2017 . Составлен акт осмотра №05-326/2017 от 23.08.2017. Передан в администрацию г.п. пионерский. Выдано предписание.Материалы о невыполнении извещения направлены в ЮМП письмо от 15.06.2018 исх. №31.05-1396. ЮМП направлено в суд исковое заявление  от 29.06.2018 №14/08-03-18.;
678;"Захламление (11.07.2024) (9-678) (Олений Остров ТСН ""Недра"")";9-678;11.07.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;"Олений Остров ТСН ""Недра""";72.810501098632812;61.143806457519531;строительные отходы;0.00059999999999999995;2;нет;;;Письмо в администрацию городского округа Нефтеюганск.pdf
593;"Объект в ГРОНВОС (01.06.2019) (9-593) (1,3 км от с. Казым N63°41'28.7269"" E67°13'26.0799"")";9-593;01.06.2019;Объект в ГРОНВОС;Земли населенных пунктов;Белоярский район;"1,3 км от с. Казым N63°41'28.7269"" E67°13'26.0799""";67.223892211914062;63.691112518310547;ТКО;2.5871;51903;нет;31.10.2024;"объект включен в ГРОНВОС  ( приказ Минприроды России от 21.11.2023г. №775) N63°41'28.7269"" E67°13'26.0799""";
766;Захламление (28.05.2024) (9-766) (пгт.Междуреченский, ул.Ворошилова);9-766;28.05.2024;Захламление;Земли населенных пунктов;Кондинский район;пгт.Междуреченский, ул.Ворошилова;65.89483642578125;59.588443756103516;ТКО;0.0011999999999999999;10;нет;;;
716;Захламление (06.06.2024) (9-716) (вдоль грунтовой  дороги   от куста № 24 до  СНТ «Северная Нива»);9-716;06.06.2024;Захламление;Земли населенных пунктов;г.Нефтеюганск;вдоль грунтовой  дороги   от куста № 24 до  СНТ «Северная Нива»;72.634719848632812;61.123748779296875;мелкий бытовой мусор;0.00040000000000000002;менее 1;да;25.07.2024;;
420;Свалка по ПП РФ № 542 (18.10.2021) (772) (п. Пионерский, ул. Кирова, д.24);772;18.10.2021;Свалка по ПП РФ № 542;Земли населенных пунктов;Советский район;п. Пионерский, ул. Кирова, д.24;62.845859527587891;61.194889068603516;ТКО, строительные отходы;0.02;50;да;16.05.2024;Согласно отчета от 18.10.2021 №05-331/2021 выявлено МНРО. В адрес администрации г.п. Пионерский направлено извещение от 20.10.2021 №31.05-исх-2498. 12.07.23 исх. № 31.05-Исх-971 материал передан в ЮМП для подготовки искового заявления в суд о понуждении ОМС к ликвидации. 14.08.23. Согласно ответа  01-ИСХ-10553 29.09.2023 на запрос Советского отдела 26.09.2023 № 31.05-Исх-1363   В соответствии с постановлением главы МО Советский район от 03.06.2003 № 269 «О признании жилых домов непригодными для постоянного проживания» (далее постановление № 269), жилой дом,по адресу:  пгт. Пионерский, ул. Кирова, д. 24, признан непригодными для проживания. Указанный дом аварийным не признавался. Граждане, проживающие в жилом доме по вышеуказанному адресу, расселены 04.09.2023 на основании решения Советского районного суда от 15.05.2023.   ЮМП возвращены материалы на доработку в срок до 01.10.23.  31.05-Исх-1660 от 08.11.23 направлено повторнов ЮМП с устранеными недостатками.  Согласно отчета от 2130376-5-50 от 16.05.2024  МНРО ликвидировано;
599;Захламление (06.09.2023) (4) (Советский район, г.п. Агириш, ул. Спортивная, д.8);4;06.09.2023;Захламление;Земли населенных пунктов;Советский район;Советский район, г.п. Агириш, ул. Спортивная, д.8;63.017280578613281;61.930408477783203;Строительный мусор;;;нет;;ОТЧЕТ № 2102167-5-50 О ПРОВЕДЕНИИ ОСМОТРА ТЕРРИТОРИИ, УКАЗАННОЙ В ОБРАЩЕНИИ ГРАЖДАН от 11.09.23 На основании поручения и.о. руководителя Службы А.А. Бирюкова,                  исх. от 01.09.2023 № 31-02-8879 с приложением обращения гражданина Такунцева Д.А., поступившего из аппарата Губернатора ХМАО-Югры   (РК № 01-ОГ-6985 от 22.08.2023) проведен осмотр ветхих расселенных домов с размещенными вблизи них местами несанкционированного размещения отходов на территории г.п. Агириш передано в ЮМП 28.11.23 № 31.05-1736. Согласно представления об устранении нарушений законодательства от 29.12.2023 № 07-16-2023/Прдп262-23-20711016  в срок до 01.05.2024 ликвидировать свалки отходов, представляющие собой разрушенные многоквартирные дома и дворовые бесхозные постройки.;Извещение о ликвидации МНРО в г.п. Агириш от 13.09.2023.pdf
845;Захламление (21.05.2025) (9-845) (ДНТ «Северянка»);9-845;21.05.2025;Захламление;Земли населенных пунктов;г.Урай;ДНТ «Северянка»;60.107749938964844;64.733863830566406;ЖБИ, автомобильные шины;0.0015;8;нет;;"N60° 06' 27.9"" E64° 44' 01.9""
";
600;Захламление (06.09.2023) (6) (Советский район, г.п. Агириш, ул. Восточная, д.11);6;06.09.2023;Захламление;Земли населенных пунктов;Советский район;Советский район, г.п. Агириш, ул. Восточная, д.11;63.023590087890625;61.926250457763672;Строительный мусор, твердые коммунальные отходы;0;0;да;10.10.2024;"ОТЧЕТ № 2102167-5-50 О ПРОВЕДЕНИИ ОСМОТРА ТЕРРИТОРИИ, УКАЗАННОЙ В ОБРАЩЕНИИ ГРАЖДАН от 11.09.23 На основании поручения и.о. руководителя Службы А.А. Бирюкова,                  исх. от 01.09.2023 № 31-02-8879 с приложением обращения гражданина Такунцева Д.А., поступившего из аппарата Губернатора ХМАО-Югры   (РК № 01-ОГ-6985 от 22.08.2023) проведен осмотр ветхих расселенных домов с размещенными вблизи них местами несанкционированного размещения отходов на территории г.п. Агириш. Согласно представления об устранении нарушений законодательства от 29.12.2023 № 07-16-2023/Прдп262-23-20711016  в срок до 01.05.2024 ликвидировать свалки отходов, представляющие собой разрушенные многоквартирные дома и дворовые бесхозные постройки.
";Извещение о ликвидации МНРО в г.п. Агириш от 13.09.2023.pdf
840;Захламление (21.05.2024) (9-840) (ТСН СНТ «Коммунальник -2»);9-840;21.05.2024;Захламление;Земли населенных пунктов;г.Урай;ТСН СНТ «Коммунальник -2»;60.098056793212891;64.746192932128906;Строительный мусор, ЖБИ, ТКО;0.0050000000000000001;1;нет;;"N60° 05' 53.0"" E64° 44' 46.3""
";
651;Захламление (16.05.2024) (9-651) (ул. Энтузиастов, 6 (напротив КФХ «Надежда» и. п. Н.А.));9-651;16.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;ул. Энтузиастов, 6 (напротив КФХ «Надежда» и. п. Н.А.);72.624725341796875;61.150001525878906;Производственные отходы;0.002;20;да;05.07.2024;;
611;Захламление (24.10.2018) (3) (Нижневартовский район, с.п. Покур);3;24.10.2018;Захламление;Земли запаса;Нижневартовский район;Нижневартовский район, с.п. Покур;75.481613159179688;61.012306213378906;Лом железобетонных конструкций ;;;нет;;Представление Прокуратуры Нижневартовского района №07-05-2023 от 22.08.2023 ;
570;Захламление (18.10.2023) (173) (мкр.Аэропорт, возле гостиницы Виаль);173;18.10.2023;Захламление;Земли населенных пунктов;г.Урай;мкр.Аэропорт, возле гостиницы Виаль;64.821052551269531;60.120029449462891;кузов автомобиля;0.00089999999999999998;4.9000000000000004;да;18.09.2024;Акт, подтверждающий ликвидацию: от 18.09.2024 № 2147177-6-60;
604;Захламление (06.09.2023) (11) (г.п. Агириш, ул. Пролетарская, д.16);11;06.09.2023;Захламление;Земли населенных пунктов;Советский район;г.п. Агириш, ул. Пролетарская, д.16;63.013191223144531;61.9273681640625;Строительный мусор;0;0;да;11.07.2024;"ОТЧЕТ № 2102167-5-50 О ПРОВЕДЕНИИ ОСМОТРА ТЕРРИТОРИИ, УКАЗАННОЙ В ОБРАЩЕНИИ ГРАЖДАН от 11.09.23 На основании поручения и.о. руководителя Службы А.А. Бирюкова,                  исх. от 01.09.2023 № 31-02-8879 с приложением обращения гражданина Такунцева Д.А., поступившего из аппарата Губернатора ХМАО-Югры (РК № 01-ОГ-6985 от 22.08.2023) проведен осмотр ветхих расселенных домов с размещенными вблизи них местами несанкционированного размещения отходов на территории г.п. Агириш. Передано в Югорскую межрайонную прокуратуру (письмо от 28.11.2023 № 31.05-1736) для принятия мер прокурорского реагирования.
";Извещение о ликвидации МНРО в г.п. Агириш от 13.09.2023.pdf
